century,country,war,proba,air,land,sea,scale1,scale2,scale3,scale4,scale5,scale6,sides
13,Germany,German Ducal War,0.0053,0,1,0,0,1,0,0,0,0,"{Brabant: [1, 1, 0, 0, 0, 0], Luxembourg: [1, 0, 1, 0, 0, 0], Guelders: [1, 0, 1, 0, 0, 0], Cologne: [1, 0, 1, 0, 0, 0]}"
13,Germany,Habsburg War of Succession,0.0053,0,1,0,1,0,0,0,0,0,"{Albert of Austria: [1, 1, 0, 0, 0, 0], Adolphus of Nassau: [1, 0, 1, 0, 0, 0]}"
13,Greece,Latin-Byzantine War,0.0158,0,1,0,0.67,0.33,0,0,0,0,"{Byzantine Empire: [1, 0.33, 0.67, 0, 0, 0], Epirus: [0.33, 0, 1, 0, 0, 0], Latin Achaea: [0.67, 1, 0, 0, 0, 0]}"
13,Greece,Latin-Epirote War,0.0053,0,1,0,1,0,0,0,0,0,"{Epirus: [1, 1, 0, 0, 0, 0], Kingdom of Thessaly: [1, 0, 1, 0, 0, 0]}"
13,Hungary,Austro-Hungarian War,0.0053,0,1,0,1,0,0,0,0,0,"{Austria: [1, 0, 1, 0, 0, 0], Hungary: [1, 1, 0, 0, 0, 0]}"
13,Hungary,Mongol Conquest of Europe,0.0053,0,1,0,0,0,0,1,0,0,"{Hungary: [1, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,India,Mongol Conquest in Asia,0.0158,0,1,0,0,0,0.67,0.33,0,0,"{Sultanate of Delhi: [0.33, 1, 0, 0, 0, 0], Transoxania: [0.33, 0, 1, 0, 0, 0], Delhi Sultanate: [0.67, 1, 0, 0, 0, 0], Mongols: [0.67, 0, 1, 0, 0, 0]}"
13,India,War of the Delhi Sultanate,0.0158,0,1,0,0.67,0.33,0,0,0,0,"{Ghurids: [0.33, 0, 1, 0, 0, 1], Yadav Dynasty: [0.33, 0, 1, 0, 0, 0], Delhi Sultanate: [1, 0.67, 0.33, 0, 0.5, 1], Sultana Raziya: [0.33, 1, 0, 0, 1, 0]}"
13,Indonesia,Mongol War of Kublai Khan,0.0053,0,1,0,0,1,0,0,0,0,"{Mongols: [1, 0, 1, 0, 0, 0], Singhasari: [1, 1, 0, 0, 0, 0]}"
13,Iran,Conquests of Genghis Khan,0.0105,0,1,0,1,0,0,0,0,0,"{Khwarezm: [0.5, 0, 1, 0, 0, 1], Persia: [0.5, 0, 1, 0, 0, 1], Mongols: [1, 1, 0, 0, 1, 0]}"
13,Iran,Mongol Conquest in Asia,0.0053,0,1,0,1,0,0,0,0,0,"{Assassins: [1, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,Iraq,Mongol Conquest in Asia,0.0105,0,1,0,0.5,0,0,0.5,0,0,"{Muslim Caliphate: [0.5, 0, 1, 0, 0, 0], Abbasid Caliphate: [0.5, 0, 1, 0, 0, 1], Mongols: [1, 1, 0, 0, 0.5, 0]}"
13,Israel,Crusader-Muslim War,0.0211,0,1,0,0.5,0.25,0.25,0,0,0,"{Egypt: [0.5, 1, 0, 0, 0, 0], Khwarezm: [0.5, 1, 0, 0, 0, 0], Crusaders: [0.25, 0, 1, 0, 0, 0], Knights Hospitallier: [0.25, 0, 1, 0, 0, 0], Abbasid Sultan of Damascus: [0.25, 0, 1, 0, 0, 0], Abbasid Sultan of Egypt: [0.25, 1, 0, 0, 0, 0], Teutonic Knights: [0.25, 0, 1, 0, 0, 0], Mamluks: [0.25, 1, 0, 0, 0, 0], Khwarezm Empire: [0.25, 1, 0, 0, 0, 0], Kingdom of Jerusalem: [0.75, 0, 1, 0, 0, 0], Knights Templar: [0.25, 0, 1, 0, 0, 0]}"
13,Israel,Mongol Conquest in Asia,0.0053,0,1,0,0,0,1,0,0,0,"{Mamluks: [1, 1, 0, 0, 0, 0], Mongols: [1, 0, 1, 0, 0, 0]}"
13,Italy,Angevin Conquest of the Two Sicilies,0.0105,0,1,0,0,1,0,0,0,0,"{House of Hohenstaufen: [0.5, 0, 1, 0, 0, 0], Kingdom of the Two Sicilies: [0.5, 0, 1, 0, 0, 0], France: [0.5, 1, 0, 0, 0, 0], House of Anjou: [0.5, 1, 0, 0, 0, 0]}"
13,Italy,Genoese-Pisan War,0.0053,0,0,1,1,0,0,0,0,0,"{Genoa: [1, 1, 0, 0, 0, 0], Pisa: [1, 0, 1, 0, 0, 0]}"
13,Italy,Guelf-Ghibeline War,0.0053,0,1,0,1,0,0,0,0,0,"{Florence: [1, 1, 0, 0, 0, 0], Pistoia: [1, 1, 0, 0, 0, 0], Arezzo: [1, 0, 1, 0, 0, 0], Luchese: [1, 1, 0, 0, 0, 0]}"
13,Italy,Guelf-Ghibelline War,0.0053,0,1,0,1,0,0,0,0,0,"{Guelfs: [1, 0, 1, 0, 0, 0], Ghibellines: [1, 1, 0, 0, 0, 0]}"
13,Italy,Imperial-Papal War,0.0263,0,0.8,0.2,0.6,0.4,0,0,0,0,"{Genoa: [0.2, 0, 1, 0, 0, 0], Bologna: [0.2, 1, 0, 0, 0, 0], Germany: [0.2, 0, 1, 0, 0, 0], Holy Roman Empire: [0.6, 0.33, 0.67, 0, 0, 0], Guelfs: [0.2, 1, 0, 0, 0, 0], Italian Guelphs: [0.2, 0, 1, 0, 0, 0], Brescia: [0.2, 1, 0, 0, 0, 0], Sardinia: [0.2, 1, 0, 0, 0, 0], Lombard League: [0.2, 0, 1, 0, 0, 0], Ghibellines: [0.2, 0, 1, 0, 0, 0], Sicily: [0.2, 1, 0, 0, 0, 0], Parma: [0.2, 1, 0, 0, 0, 0]}"
13,Italy,Venetian-Genoese War,0.0053,0,1,0,1,0,0,0,0,0,"{Venice: [1, 1, 0, 0, 0, 0], Genoa: [1, 0, 1, 0, 0, 0]}"
13,Italy,War of the Sicilian Vespers,0.0158,0,0.33,0.67,1,0,0,0,0,0,"{Catalonia: [0.33, 1, 0, 0, 0, 0], Sicilian Rebels: [0.33, 1, 0, 0, 1, 0], Aragon: [0.67, 1, 0, 0, 0, 0], France: [0.67, 0, 1, 0, 0, 0.5], Angevins: [0.33, 0, 1, 0, 0, 0]}"
13,Japan,Jokyo Disturbance,0.0053,0,1,0,0,0,1,0,0,0,"{Kamakura Shogunate: [1, 1, 0, 0, 0, 0], Former Emperor Go Toba: [1, 0, 1, 0, 0, 0]}"
13,Japan,Mongol War of Kublai Khan,0.0105,0,1,1,0.5,0,0,0.5,0,0,"{Korea: [1, 0, 1, 0, 0, 0], Japan: [1, 1, 0, 0, 0, 0], Mongols: [1, 0, 1, 0, 0, 0]}"
13,Kazakhstan,Conquests of Genghis Khan,0.0105,0,1,0,0.5,0,0,0.5,0,0,"{Khwarezm: [0.5, 0, 1, 0, 0, 0], Mongols: [0.5, 1, 0, 0, 0, 0], Kuchlag of the Naiman: [0.5, 1, 0, 0, 0, 0], Genghis Khan: [0.5, 1, 0, 0, 0, 0], Meirkit Tribes: [0.5, 0, 1, 0, 0, 0]}"
13,Latvia,War of the Teutonic Knights,0.0105,0,1,0,1,0,0,0,0,0,"{Samogitians: [0.5, 1, 0, 0, 0, 0], Livonian Order: [0.5, 0, 1, 0, 0, 0], Lithuania: [0.5, 1, 0, 0, 0, 0], Teutonic Knights: [0.5, 0, 1, 0, 0, 0]}"
13,Lebanon,Crusader-Muslim War,0.0053,0,1,0,1,0,0,0,0,0,"{Crusaders: [1, 0, 1, 0, 0, 1], Syria: [1, 1, 0, 0, 1, 0], Mamluks: [1, 1, 0, 0, 1, 0], County of Tripoli: [1, 0, 1, 0, 0, 1]}"
13,Lithuania,War of the Teutonic Knights,0.0053,0,1,0,1,0,0,0,0,0,"{Samogitians: [1, 1, 0, 0, 0, 0], Holstein Crusaders: [1, 0, 1, 0, 0, 0], Lithuania: [1, 1, 0, 0, 0, 0], Sword Brethern: [1, 0, 1, 0, 0, 0]}"
13,Macedonia,Latin-Byzantine War,0.0053,0,1,0,1,0,0,0,0,0,"{Epirus: [1, 0, 1, 0, 0, 0], Sicily: [1, 0, 1, 0, 0, 0], Byzantine Nicea: [1, 1, 0, 0, 0, 0], Latin Byzantine Empire: [1, 0, 1, 0, 0, 0], Villehardouin: [1, 0, 1, 0, 0, 0]}"
13,Mali,War of Sosso,0.0053,0,1,0,1,0,0,0,0,0,"{Sosso Empire: [1, 0, 1, 0, 0, 0], Mali Empire: [1, 1, 0, 0, 0, 0]}"
13,Mauritania,War of Sosso,0.0053,0,1,0,1,0,0,0,0,0,"{Sosso Empire: [1, 1, 0, 0, 0, 0], Ghana: [1, 0, 1, 0, 0, 0]}"
13,Mongolia,Conquests of Genghis Khan,0.0105,0,1,0,1,0,0,0,0,0,"{Naiman: [0.5, 0, 1, 0, 0, 0], Kerait: [0.5, 1, 0, 0, 0, 0], Mongols: [1, 0.5, 0.5, 0, 0, 0]}"
13,Pakistan,Conquests of Genghis Khan,0.0105,0,1,0,0,0,0,1,0,0,"{Khwarezm: [1, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,Pakistan,Mongol Conquest in Asia,0.0053,0,1,0,0,0,1,0,0,0,"{Delhi Sultanate: [1, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,Poland,Mongol Conquest of Europe,0.0105,0,1,0,0,0.5,0,0.5,0,0,"{Poland: [1, 0, 1, 0, 0, 0], Holy Roman Empire: [0.5, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,Portugal,Christian Reconquest of Portugal,0.0053,0,1,0,1,0,0,0,0,0,"{Holland: [1, 1, 0, 0, 0, 0], Weid: [1, 1, 0, 0, 0, 0], Almohad Caliphate: [1, 0, 1, 0, 0, 0], Portugal: [1, 1, 0, 0, 0, 0]}"
13,Romania,Mongol Conquest of Europe,0.0053,0,1,0,1,0,0,0,0,0,"{Hungary: [1, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,Russia,Conquests of Genghis Khan,0.0053,0,1,0,1,0,0,0,0,0,"{Georgia: [1, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,Russia,Mongol Conquest of Russia,0.0263,0,1,0,1,0,0,0,0,0,"{Russia: [0.2, 0, 1, 0, 0, 1], Ryazan: [0.2, 0, 1, 0, 0, 1], Mongols: [1, 1, 0, 0, 0.8, 0], Moscow: [0.2, 0, 1, 0, 0, 1], Vladimir-Suzdal: [0.4, 0, 1, 0, 0, 0.5]}"
13,Russia,Mongol Dynastic War,0.0053,0,1,0,1,0,0,0,0,0,"{Golden Horde: [1, 1, 0, 0, 0, 0], Mongol Iran: [1, 0, 1, 0, 0, 0]}"
13,Russia,Rise of Russia,0.0053,0,1,0,1,0,0,0,0,0,"{Novgorod: [1, 1, 0, 0, 0, 0], Sweden: [1, 0, 1, 0, 0, 0], Denmark: [1, 0, 1, 0, 0, 0]}"
13,Russia,Russian Dynastic War,0.0053,0,1,0,1,0,0,0,0,0,"{Pskov: [1, 1, 0, 0, 0, 0], Smolensk: [1, 1, 0, 0, 0, 0], Suzdal: [1, 0, 1, 0, 0, 0], Vladimir: [1, 0, 1, 0, 0, 0], Novgorod: [1, 1, 0, 0, 0, 0]}"
13,Russia,Venetian-Genoese War,0.0053,0,1,1,0,1,0,0,0,0,"{Venice: [1, 1, 0, 0, 0, 0], Genoa: [1, 0, 1, 0, 0, 0]}"
13,Slovenia,Bulgarian Imperial War,0.0053,0,1,0,1,0,0,0,0,0,"{Tsar Boril II: [1, 0, 1, 0, 0, 0], Ivan Asen: [1, 1, 0, 0, 0, 0]}"
13,Spain,Christian Reconquest of Spain,0.0158,0,1,0,0.67,0,0,0,0.33,0,"{Navarre: [0.33, 1, 0, 0, 0, 0], French Crusaders: [0.33, 1, 0, 0, 0, 0], Aragon: [0.33, 1, 0, 0, 0, 0], Castile: [1, 1, 0, 0, 0, 0], Andalucia: [0.33, 0, 1, 0, 0, 0], Almoravid Empire: [0.33, 0, 1, 0, 0, 0], Portuguese Crusaders: [0.33, 1, 0, 0, 0, 0], Leon: [0.33, 1, 0, 0, 0, 0], Granada: [0.33, 0, 1, 0, 0, 0]}"
13,Spain,French-Aragonese War,0.0105,0,0.5,0.5,1,0,0,0,0,0,"{France: [1, 0.5, 0.5, 0, 0, 0], Aragon: [1, 0.5, 0.5, 0, 0, 0]}"
13,Sweden,Swedish War of Succession,0.0053,0,1,0,1,0,0,0,0,0,"{Erik Eriksson: [1, 1, 0, 0, 0, 0], Denmark: [1, 0, 1, 0, 0, 0], Sverker Ii: [1, 0, 1, 0, 0, 0]}"
13,Switzerland,Habsburg-Swiss War,0.0053,0,1,0,1,0,0,0,0,0,"{Habsburg Empire: [1, 1, 0, 0, 0, 0], Zurich: [1, 0, 1, 0, 0, 0]}"
13,Syria,Crusader-Muslim War,0.0105,0,1,0,1,0,0,0,0,0,"{Mamluk Sultanate: [0.5, 1, 0, 0, 0, 0], Knights Hospitallier: [1, 0, 1, 0, 0, 0], Mamluks: [0.5, 1, 0, 0, 0, 0]}"
13,Syria,Mongol Conquest in Asia,0.0105,0,1,0,0.5,0,0.5,0,0,0,"{Crusaders: [0.5, 0, 1, 0, 0, 0], Mongols: [1, 0.5, 0.5, 0, 0, 0], Mamluks: [0.5, 1, 0, 0, 0, 0], Muslims: [0.5, 0, 1, 0, 0, 0], Armenia: [0.5, 0, 1, 0, 0, 0]}"
13,Tajikistan,Conquests of Genghis Khan,0.0053,0,1,0,1,0,0,0,0,0,"{Khwarezm: [1, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,Tunisia,Crusade,0.0053,0,1,0,1,0,0,0,0,0,"{France: [1, 0, 1, 0, 0, 0], Hafsid Dynasty: [1, 1, 0, 0, 0, 0]}"
13,Turkey,Bulgarian Imperial War,0.0105,0,1,0,1,0,0,0,0,0,"{Bulgar Kingdom: [1, 0.5, 0.5, 0, 0, 0], Byzantine Nicea: [0.5, 1, 0, 0, 0, 0], Latin Byzantine Empire: [0.5, 0, 1, 0, 0, 0]}"
13,Turkey,Crusade,0.0053,0,1,1,0,1,0,0,0,0,"{Crusaders: [1, 1, 0, 0, 0, 0], Byzantine Empire: [1, 0, 1, 0, 0, 0], Venice: [1, 1, 0, 0, 0, 0]}"
13,Turkey,Crusader-Muslim War,0.0105,0,1,0,1,0,0,0,0,0,"{Knights Templar: [0.5, 0, 1, 0, 0, 0], Mamluks: [1, 1, 0, 0, 0.5, 0], Principality of Antioch: [0.5, 0, 1, 0, 0, 1], Armenia: [0.5, 0, 1, 0, 0, 0]}"
13,Turkey,Latin-Byzantine War,0.0211,0,1,0.25,1,0,0,0,0,0,"{Seljuks: [0.25, 0, 1, 0, 0, 0], Byzantine Empire in Nicea: [0.5, 0.5, 0.5, 0, 0, 0], Byzantine Empire: [0.75, 1, 0, 0, 0, 0], Bulgaria: [0.25, 0, 1, 0, 0, 0], Latin Constantinople: [0.25, 0, 1, 0, 0, 0], Former Byzantine Ruler Alexis: [0.25, 0, 1, 0, 0, 0], Byzantine Nicea: [0.25, 1, 0, 0, 0, 0], Latin Byzantine Empire: [0.75, 0.67, 0.33, 0, 0, 0]}"
13,Turkey,Mongol Conquest in Asia,0.0053,0,1,0,1,0,0,0,0,0,"{Seljuks: [1, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,Turkey,Venetian-Genoese War,0.0053,0,0,1,1,0,0,0,0,0,"{Venice: [1, 0, 1, 0, 0, 0], Genoa: [1, 1, 0, 0, 0, 0]}"
13,Turkmenistan,Conquests of Genghis Khan,0.0105,0,1,0,1,0,0,0,0,0,"{Khwarezm: [1, 0, 1, 0, 0, 1], Mongols: [1, 1, 0, 0, 1, 0]}"
13,Ukraine,Conquests of Genghis Khan,0.0053,0,1,0,0,0,1,0,0,0,"{Chernigov: [1, 0, 1, 0, 0, 1], Kiev: [1, 0, 1, 0, 0, 1], Kipchak Turks: [1, 0, 1, 0, 0, 1], Mongols: [1, 1, 0, 0, 1, 0]}"
13,Ukraine,Mongol Conquest of Russia,0.0053,0,1,0,0,0,0,1,0,0,"{Kiev: [1, 0, 1, 0, 0, 1], Mongols: [1, 1, 0, 0, 1, 0]}"
13,United Kingdom,Anglo-Welsh War,0.0053,0,1,0,1,0,0,0,0,0,"{England: [1, 1, 0, 0, 0, 0], Wales: [1, 0, 1, 0, 0, 0]}"
13,United Kingdom,English Baron's War,0.0789,0,1,0,0.73,0.2,0.07,0,0,0,"{England: [0.8, 0.92, 0.08, 0, 0.09, 0], Earl of Leicester: [0.13, 0, 1, 0, 0, 0], Prince Edward: [0.07, 1, 0, 0, 0, 0], Baronial Rebels: [0.07, 0, 1, 0, 0, 0], King John: [0.07, 1, 0, 0, 0, 0], France: [0.13, 0, 1, 0, 0, 0], Simon de Montfort: [0.07, 0, 1, 0, 0, 0], King Henry III: [0.07, 1, 0, 0, 0, 0], Rebel Barons: [0.6, 0.11, 0.89, 0, 0, 0.12]}"
13,United Kingdom,English Conquest of Wales,0.0105,0,1,0,1,0,0,0,0,0,"{England: [1, 0.5, 0.5, 0, 0, 0], Wales: [1, 0.5, 0.5, 0, 0, 0]}"
13,United Kingdom,English Invasion of Scotland,0.0105,0,1,0,0.5,0,0.5,0,0,0,"{Scotland: [1, 0, 1, 0, 0, 0.5], England: [1, 1, 0, 0, 0.5, 0]}"
13,United Kingdom,Norwegian Invasion of Scotland,0.0053,0,1,0,1,0,0,0,0,0,"{Scotland: [1, 1, 0, 0, 0, 0], Norway: [1, 0, 1, 0, 0, 0]}"
13,United Kingdom,War of Welsh Succession,0.0053,0,1,0,1,0,0,0,0,0,"{David and Owen the Red: [1, 0, 1, 0, 0, 0], Llewellyn ap Griffith: [1, 1, 0, 0, 0, 0]}"
13,United Kingdom,William Wallace Revolt,0.0105,0,1,0,0,1,0,0,0,0,"{Scotland: [1, 0.5, 0.5, 0, 0, 0], England: [1, 0.5, 0.5, 0, 0, 0]}"
13,Uzbekistan,Conquests of Genghis Khan,0.0105,0,1,0,0,0,0.5,0.5,0,0,"{Khwarezm: [1, 0, 1, 0, 0, 0], Mongols: [1, 1, 0, 0, 0, 0]}"
13,Vietnam,Mongol War of Kublai Khan,0.0211,0,1,0.25,0.75,0,0,0.25,0,0,"{Champa: [0.25, 1, 0, 0, 0, 0], Mongols: [0.5, 0, 1, 0, 0, 0], Annam: [0.25, 1, 0, 0, 0, 0], Yuan: [0.25, 0, 1, 0, 0, 0], China: [0.5, 0, 1, 0, 0, 0], Vietnam: [0.5, 1, 0, 0, 0, 0]}"
13,West Bank and Gaza,Crusader-Muslim War,0.0053,0,1,0,0,0,1,0,0,0,"{Ayyubids: [1, 1, 0, 0, 0, 0], County of Bari: [1, 0, 1, 0, 0, 0]}"
14,Afghanistan,Conquests of Tamerlane,0.0096,0,1,0,1,0,0,0,0,0,"{Herat: [0.5, 0, 1, 0, 0, 0], Timurid Empire: [0.5, 1, 0, 0, 0, 0], Tamerlane: [0.5, 1, 0, 0, 1, 0], Husayn of Balkh: [0.5, 0, 1, 0, 0, 1]}"
14,Azerbaijan,Conquests of Tamerlane,0.0048,0,1,0,1,0,0,0,0,0,"{Golden Horde: [1, 0, 1, 0, 0, 1], Timurid Empire: [1, 1, 0, 0, 1, 0]}"
14,Belgium,Franco-Flemish War,0.0096,0,1,0,0.5,0.5,0,0,0,0,"{Flanders: [0.5, 1, 0, 0, 0, 0], France: [1, 0, 1, 0, 0, 0.5], Flemish Rebels: [0.5, 1, 0, 0, 1, 0]}"
14,Belgium,Hundred Years' War,0.0144,0,1,0,0.67,0,0.33,0,0,0,"{County of Foix: [0.33, 0, 0, 1, 0, 0], England: [0.33, 0, 0, 1, 0, 0], Flemish Rebels: [0.67, 0.5, 0.5, 0, 0, 0], France: [0.33, 0, 0, 1, 0, 0], Flanders: [1, 0.33, 0.33, 0.33, 0, 0], County of Flanders: [0.67, 0.5, 0.5, 0, 0, 0]}"
14,Bulgaria,Ottoman Conquest of the Balkans,0.0144,0,1,0,0.67,0,0.33,0,0,0,"{Crusaders: [0.33, 0, 1, 0, 0, 0], Hungary: [0.67, 0.5, 0.5, 0, 0, 0], Bulgaria: [0.67, 0, 1, 0, 0, 0], Nevers: [0.33, 0, 1, 0, 0, 0], Turkey: [0.33, 1, 0, 0, 0, 0], Ottoman Empire: [0.33, 1, 0, 0, 0, 0], Western Bulgaria: [0.33, 0, 1, 0, 0, 0], Serbia: [0.33, 0, 1, 0, 0, 0]}"
14,Bulgaria,Serbian Imperial War,0.0048,0,1,0,1,0,0,0,0,0,"{Bulgaria: [1, 0, 1, 0, 0, 0], Serbia: [1, 1, 0, 0, 0, 0]}"
14,China,Rise of the Ming Dynasty,0.0288,0,0.67,0.33,0.67,0,0.17,0.17,0,0,"{Wu: [0.33, 0.5, 0.5, 0, 0, 0], Han: [0.5, 0, 1, 0, 0, 0], Ming: [1, 0.83, 0.17, 0, 0, 0], Yuan: [0.17, 0, 1, 0, 0, 0]}"
14,Croatia,Hungarian-Venetian War,0.0048,0,1,0,1,0,0,0,0,0,"{Venice: [1, 1, 0, 0, 0, 0], Hungary: [1, 0, 1, 0, 0, 0]}"
14,Croatia,War of Chioggia,0.0048,0,0,1,1,0,0,0,0,0,"{Venice: [1, 0, 1, 0, 0, 0], Genoa: [1, 1, 0, 0, 0, 0]}"
14,Czechia,Towns War,0.0048,0,1,0,1,0,0,0,0,0,"{Kingdom of Germany: [1, 0, 1, 0, 0, 0], Margravate of Moravia and Brandernburg: [1, 1, 0, 0, 0, 0]}"
14,Denmark,War of the Hanseatic League,0.0048,0,1,1,1,0,0,0,0,0,"{Norway: [1, 1, 0, 0, 1, 0], Sweden: [1, 1, 0, 0, 1, 0], Denmark: [1, 0, 1, 0, 0, 1], Hanseatic League: [1, 1, 0, 0, 1, 0]}"
14,Egypt,Egyptian Crusade of Peter of Cyprus,0.0048,0,1,0,1,0,0,0,0,0,"{Egypt: [1, 0, 1, 0, 0, 0], Cyprus: [1, 1, 0, 0, 0, 0]}"
14,Estonia,War of the Teutonic Knights,0.0048,0,1,0,1,0,0,0,0,0,"{Estonia: [1, 0, 1, 0, 0, 0], Teutonic Knights: [1, 1, 0, 0, 0, 0]}"
14,France,Franco-Flemish War,0.0096,0,1,0,0.5,0.5,0,0,0,0,"{Flanders: [1, 0, 1, 0, 0, 0.5], France: [1, 1, 0, 0, 0.5, 0]}"
14,France,Hundred Years' War,0.1202,0,0.96,0.04,0.56,0.32,0.12,0,0,0,"{Genoa: [0.04, 0, 1, 0, 0, 0], England: [0.88, 0.77, 0.23, 0, 0.06, 0], Bertrand Du Guesclin: [0.04, 1, 0, 0, 0, 0], French Routiers: [0.04, 0, 1, 0, 0, 0], German Routiers: [0.04, 0, 1, 0, 0, 0], Gascony: [0.04, 1, 0, 0, 0, 0], Navarre: [0.04, 0, 1, 0, 0, 0], Castile: [0.04, 1, 0, 0, 0, 0], English Routiers: [0.04, 0, 1, 0, 0, 0], De Montforts: [0.04, 1, 0, 0, 0, 0], France: [0.88, 0.27, 0.73, 0, 0, 0.06], Spanish Routiers: [0.04, 0, 1, 0, 0, 0], Simon de Montfort: [0.04, 0, 1, 0, 0, 0], Spain: [0.04, 0, 1, 0, 0, 0], Charles of Blois: [0.04, 0, 1, 0, 0, 0], English Mercenaries: [0.04, 0, 1, 0, 0, 0]}"
14,Germany,German Towns War,0.0048,0,1,0,1,0,0,0,0,0,"{German Princes: [1, 1, 0, 0, 0, 0], Swabian League: [1, 0, 1, 0, 0, 0]}"
14,Germany,Habsburg War of Succession,0.0096,0,1,0,1,0,0,0,0,0,"{Bavaria: [1, 1, 0, 0, 0, 0], Habsburg Empire: [0.5, 0, 1, 0, 0, 0], Austria: [0.5, 0, 1, 0, 0, 0]}"
14,Germany,War of the Swabian League,0.0096,0,1,0,1,0,0,0,0,0,"{Holy Roman Empire: [1, 0, 1, 0, 0, 0], Swabian League: [1, 1, 0, 0, 0, 0]}"
14,Greece,Byzantine-Ottoman War,0.0096,0,1,0,1,0,0,0,0,0,"{Byzantine Empire: [0.5, 0, 1, 0, 0, 0], Ottomans: [0.5, 1, 0, 0, 0, 0], John Cantacuzenus: [0.5, 1, 0, 0, 0, 0], John Paleologus: [0.5, 0, 1, 0, 0, 0], Turkey: [0.5, 1, 0, 0, 0, 0], Serbia: [0.5, 0, 1, 0, 0, 0]}"
14,Greece,Crusader-Muslim War,0.0048,0,1,0,1,0,0,0,0,0,"{Knights Hospitallier: [1, 1, 0, 0, 0, 0], Byzantine Empire: [1, 0, 1, 0, 0, 0]}"
14,Greece,Ottoman Conquest of the Balkans,0.0096,0,1,0,0.5,0,0.5,0,0,0,"{Hungary: [0.5, 0, 1, 0, 0, 0], Ottoman Empire: [1, 1, 0, 0, 0, 0], Bosnia: [0.5, 0, 1, 0, 0, 0], Serbia: [1, 0, 1, 0, 0, 0]}"
14,Greece,Venetian-Genoese War,0.0048,0,0,1,1,0,0,0,0,0,"{Venice: [1, 0, 1, 0, 0, 0], Genoa: [1, 1, 0, 0, 0, 0]}"
14,Greece,War of the Catalan Company,0.0048,0,1,0,0,1,0,0,0,0,"{French Kingdom of Athens: [1, 0, 1, 0, 0, 0], Catalan Grand Company: [1, 1, 0, 0, 0, 0]}"
14,India,Conquests of Tamerlane,0.0096,0,1,0,0.5,0,0.5,0,0,0,"{Meerut: [0.5, 0, 1, 0, 0, 1], Delhi Sultanate: [0.5, 0, 1, 0, 0, 1], Timurid Empire: [1, 1, 0, 0, 1, 0]}"
14,India,Delhi Sultanate-Bengal War,0.0048,0,1,0,0,0,1,0,0,0,"{Bengal: [1, 0, 1, 0, 0, 0], Delhi Sultanate: [1, 1, 0, 0, 0, 0]}"
14,India,Mongol Conquest in Asia,0.0096,0,1,0,0,0,1,0,0,0,"{Sultanate of Delhi: [0.5, 1, 0, 0, 0, 0], Delhi Sultanate: [0.5, 1, 0, 0, 0, 0], Mongols: [1, 0, 1, 0, 0, 0]}"
14,India,Vijayanagar-Bahmani War,0.0096,0,1,0,0.5,0,0,0,0.5,0,"{Bahmani Sultanate: [1, 1, 0, 0, 0, 0], Vijayanagar: [1, 0, 1, 0, 0, 0]}"
14,India,War of the Delhi Sultanate,0.024,0,1,0,1,0,0,0,0,0,"{Deogiri: [0.4, 0, 1, 0, 0, 0], Governor of Sagar: [0.2, 1, 0, 0, 1, 0], Kakatiya Empire: [0.4, 0, 1, 0, 0, 0], Deogiri Rebels: [0.2, 0, 1, 0, 0, 0], Delhi Sultanate: [1, 0.8, 0.2, 0, 0, 1]}"
14,Iran,Conquests of Tamerlane,0.0096,0,1,0,1,0,0,0,0,0,"{Persia: [0.5, 0, 1, 0, 0, 0], Isfahan Rebels: [0.5, 0, 1, 0, 0, 1], Timurid Empire: [1, 1, 0, 0, 0.5, 0]}"
14,Ireland,Anglo-Norman invasion of Ireland,0.0048,0,1,0,1,0,0,0,0,0,"{England: [1, 0, 1, 0, 0, 0], Ireland: [1, 1, 0, 0, 0, 0]}"
14,Ireland,English Invasion of Ireland,0.0048,0,1,0,0,1,0,0,0,0,"{England: [1, 1, 0, 0, 0, 0], Connaught: [1, 0, 1, 0, 0, 0]}"
14,Ireland,Rise of Robert the Bruce,0.0096,0,1,0,1,0,0,0,0,0,"{Scotland: [1, 0.5, 0.5, 0, 0, 0], England: [0.5, 1, 0, 0, 0, 0], Anglo-Irish Forces: [0.5, 0, 1, 0, 0, 0]}"
14,"Isle of Man, United Kingdom",Rise of Robert the Bruce,0.0048,0,1,0,1,0,0,0,0,0,"{Robert the Bruce: [1, 1, 0, 0, 0, 0], Duncan Mcdougal: [1, 0, 1, 0, 0, 0]}"
